query,date,age,gender
how_to_get_wallet_to_move_convert_dollars_to_sterling,20210510,45-54,Male
how_much_is_2_millones_de_pesetas_in_euros,20210401,45-54,Female
uk,20210724,45-54,Male
travel_money_supermarket,20211205,45-54,Male
moneyexpertsavings_travel_money,20211102,65+,Female
tourist_exchange_rates,20220107,45-54,Male
caxton_exchange_rates,20210927,45-54,Male
how_much_foreign_aid_do_britain_give_spain,20211023,45-54,Male
holiday_money_exchange_rates,20210925,65+,Male
half_term_february_2022,20220111,45-54,Female
travel_money,20210504,55-64,Male
tesco_travel_money,20210904,65+,Female
travel_fx,20210304,45-54,Male
where_to_buy_back_euros_best_rates,20210822,NULL,Female
travel_fx,20210428,65+,Male
travel_money,20210913,45-54,Male
foreign_exchange,20211220,NULL,NULL
western_union_hk,20210808,35-44,Female
can_i_pay_euros_into_my_santander_bank_account,20210526,65+,Male
preston_school_term_dates,20220123,NULL,Female
tourist_exchange_rates,20211217,55-64,Female
cash_passport_sainsbury,20210819,65+,Female
euro_exchange_rate,20210914,NULL,Male
thomasina_miers_easter_recipe_for_spiced_lamb_and_saffron_rice_pastilla_pie,20210401,NULL,Female
best_dollar_exchange_rate,20210622,NULL,Male
tourist_exchange_rates,20210222,65+,Male
traffic_news,20210625,55-64,NULL
currency_exchange,20210827,55-64,Male
exchange_rate_today,20211114,65+,Female
money_exchange_comparison,20220105,65+,Male
natwest_bank_travel_currancy,20211208,25-34,Female
top_10_euro_exchange_rates,20210616,65+,Female
traverl_fx,20210607,65+,Male
bureau_de_change,20210508,65+,Male
plane_tickets,20211104,65+,Male
sell_foreign_currency_notes,20220125,55-64,Male
travel_fx_exchange_rates,20210329,65+,Male
best_exchange_rate_for_euro_holiday_money,20210821,55-64,Male
how_are_quarterly_exchange_rate_calculated,20210312,55-64,Male
travel_money,20211107,65+,NULL
travel_money,20211114,45-54,Male
travel_money_exchange,20211111,65+,Male
tui_prepaid_travel_money_mastercard_my_account,20210316,65+,Male
_to_closing_rate_today,20220127,55-64,Male
forien_currency_providers,20220105,65+,Female
hsbc_uk_exchange_rate,20210531,25-34,Female
money_converter,20211129,55-64,Female
mse_travel_money,20210510,65+,Male
school_term_dates_2022_lancashire,20220103,65+,Male
travel_money,20210212,55-64,Male
travel_money_buyback,20210729,55-64,Female
driving_licence_in_monaco,20210726,45-54,Female
foreign_currency_direct,20210813,55-64,Female
foreign_exchange_control_in_malawi_in_1994,20220111,55-64,Female
moneyexpertsavings_travel_money,20210516,65+,Female
tourist_money_rates,20211215,65+,Female
travel_money,20210518,45-54,Male
holiday_currency_exchange_rates,20210902,65+,Male
asda_supermarket_uk,20211103,55-64,Female
currency_exchange_rates,20220113,55-64,Male
getting_a_refund_on_travel_vouchers,20210611,65+,Male
is_there_a_foreign_exchange_at_the_hilton_hotel_windhoek,20211011,65+,NULL
malta_currency,20211116,55-64,Male
will_the_pound_strengthen_against_the_euro,20210803,65+,Female
john_lewis_exchange_rates,20210802,45-54,Male
mse_tourist_rates,20210909,65+,Male
travel_money,20210301,55-64,Male
travelfx,20210616,55-64,Female
wigan_news_today,20210609,65+,Female
distance_from_edinburgh_to_lancashire,20210329,45-54,Male
pound_forecast,20210204,35-44,Female
holiday_money_exchange_rates,20211218,65+,Male
can_i_travel_to_skipton_from_lancashire,20210401,65+,Male
lancashire_county_council_bus_pass,20210915,65+,Male
south_ribble_borough_council_eligilibility_for_free_bus_pass,20211103,55-64,Female
travel_fx,20210923,45-54,Male
cancelling_a_uk_holiday_with_shearings_due_to_a_broken_leg,20210808,65+,Male
farm_holiday_cottages_lancashire,20210531,65+,Female
ss_lancashire_bibby_line,20210708,65+,Male
travel_fx,20210203,55-64,Male
travel_money,20210810,65+,Female
bank_of_scotland_foreign_exchange,20210321,35-44,Male
barclays_jersey_travel_money_exchange,20210730,65+,NULL
currency_exchange_rates,20211028,65+,Female
foreign_currency,20210601,55-64,Male
preston_road_works,20210317,65+,Female
red_kite_sightings_cumbria_2021,20210503,65+,Male
best_euro_exchange,20210831,65+,Male
neil_remit,20210622,25-34,NULL
tourist_exchange_rates,20210824,65+,Male
best_travel_money_card,20211127,NULL,Female
currency_exchange_rates,20210501,45-54,Male
currency_exchange_rates,20220118,65+,Male
best_way_for_travel_money,20210909,65+,Male
how_much_cash_in_pounds_can_i_bring_back_to_uk,20210522,45-54,Male
post_office_currency_exchange_rates,20210921,65+,NULL
post_office_exchange_rates,20220113,65+,Male
travel_money_exchange,20220117,55-64,Male
exchange_rate_of_malaysia_dollar_to_hkd,20211030,45-54,Male
travel_exchange_rate,20220126,55-64,Male
coop_travel_money,20211207,55-64,Male
how_do_i_pay_for_a_cruise_to_company_in_the_usa_with_a_uk_credit_card,20210214,65+,Male
to_avoid_stamp_do_i_have_to_exchange_or_complete,20210525,15-24,Female
what_incentives_to_tui_give_to_customers_if_they_diont_want_a_refund_but_to_book_another_holiday,20210805,55-64,Male
when_do_you_have_to_complete_your_house_purchase_to_gain_from_stamp_duty_break,20210521,65+,Female
asda_south_east_london,20210927,35-44,Male
dollar_and_naira_exchange_rate,20210509,45-54,Male
foreign_currency_exchange_rates,20210920,65+,Female
outmoded_foreign_currency,20220126,NULL,Female
currency_exchange_buckland_portsmouth,20211003,35-44,NULL
foreign_currency,20210511,55-64,Female
red_kite_sightings_2021,20210503,65+,Male
currency_exchange_travel,20210827,55-64,Female
how_much_cash_can_i_take_abroad,20220105,35-44,Male
compare_hiliday_money,20211011,65+,Female
foreign_currency_comparison,20210411,NULL,Male
foreign_currency_values,20220123,65+,Male
travel_money,20211013,65+,NULL
foreign_currency_exchange_rates,20220127,65+,Male
travel_money_exchange,20211028,65+,Male
ralph_hedley_carlisle,20210417,65+,Male
travel_fx,20210528,65+,Male
best_euro_exchange_rate,20210827,55-64,Male
can_i_cancel_a_holiday_thats_not_fully_paid_up,20210607,15-24,NULL
compare_travel_money,20210805,65+,Male
currency_exchange_compare,20220131,NULL,NULL
does_uk_send_foreign_aid_to_myanmar,20210408,65+,NULL
holiday_cottages_in_lancashire,20210527,65+,Male
best_exchange_rate_for_euros,20220118,55-64,Male
i_get_pip_do_i_need_to_tell_council,20210326,65+,Male
left_over_currency,20220130,45-54,Male
travel_money_exchange_rates,20211010,65+,Male
asda_central_london,20210324,35-44,Female
currency_exchange_rate,20210827,65+,Male
travel_fx,20210210,55-64,Male
lancashire_road_news_traffic_news,20220118,NULL,Male
travel_fx,20210326,65+,Male
travel_fx,20210623,65+,Male
travel_money_maximiser,20210908,65+,Male
where_does_uk_foreign_aid_go,20210607,65+,Male
birmingham_to_lancashire,20210315,35-44,Male
foreign_exchange,20210224,55-64,Female
sterling_pound_forecast,20210205,55-64,Male
leftover_currency,20210811,45-54,Male
taka_to_pound_exchange_rate,20210818,45-54,Male
travel_fx,20210420,65+,Male
post_office_euro_buyback_rate,20210928,65+,Male
todays_best_euro_exchange_rate,20210907,65+,Male
travel_fx,20210609,65+,Male
travel_money,20210316,55-64,Male
workawayinfo,20210225,45-54,Male
go_compare_holidays,20210821,65+,Female
summer_holiday_news,20210211,15-24,Male
how_much_tax_do_i_have_to_pay_to_transfer_money_overseas,20210315,35-44,Male
vanilla_sky,20210429,65+,Male
cancelling_a_holiday,20210725,65+,Male
currency_exchange_rates,20210910,65+,Female
foreign_currency_credit_cards,20220117,45-54,Male
how_to_send_money_abroad,20210613,35-44,Female
money_exchange,20211202,65+,Male
best_exchange_rates,20211027,55-64,Male
foreign_exchange_rates,20220111,65+,Male
tourist_exchange_rates,20211228,65+,Female
travel_money_card,20220111,65+,Male
travel_fx,20210517,65+,Male
currency_exchange_rates,20211018,65+,Male
travel_currency_exchange,20211013,45-54,Male
adults_only_camping_blackpool,20210609,65+,Male
how_to_send_money_abroad_safely,20210630,55-64,Male
post_office_travel_card_top_up,20220110,45-54,Male
what_is_the_exchange_rate_sterlingeuro,20210329,65+,Male
travel_money_comparison,20210715,65+,Female
currency_exchange_rates,20210518,65+,Male
online_foreign_currency_purchase_online,20220105,65+,Female
tesco_travel_money_exchange_rates,20220113,65+,Male
tourist_exchange_rates,20220127,65+,Male
travel_money,20211215,55-64,Male
accident_on_a580_traffic_news,20210810,65+,Male
best_currency_firms,20210924,65+,Male
best_forex_rates,20211118,35-44,Male
leftover_currency,20210414,45-54,Male
tourist_exchange_rates,20210713,55-64,Male
money_converter,20210910,65+,Male
travel_money_max,20211223,65+,Male
exchange_rate_hong_kong_dollar_to_pounds,20210520,55-64,Male
foreign_currency,20220102,NULL,NULL
greater_manchester_coronavirus,20210611,65+,Male
holiday_currency_exchange_rates,20210908,65+,Male
postofficecouktravelmoneycard,20210609,65+,Male
do_you_get_tsco_clubcard_points_with_travel_money,20211102,65+,Male
ex_currency_converter,20210421,45-54,Male
leftover_currency,20220106,45-54,Male
northern_farm_caravan_park,20210818,65+,Male
review_journal_for_foreign_exchange_markets_definition_economics,20210420,25-34,Male
how_much_cash_to_portugal,20211110,45-54,Male
post_office_travel_money_card_change_of_addreess,20210203,55-64,Male
travel_fx_exchange_rates,20211014,65+,Male
travel_fx_holiday_money,20210823,NULL,Female
bitesize_maths_converted_currency_formula,20220119,65+,Female
money_saving_expert_v_euro_exchange_rate,20220129,65+,Male
prepaid_currency_card_reviews,20211103,55-64,Female
does_the_uk_give_foreign_aid_to_jamaica,20210206,45-54,Female
foreiogn_exchange_in_maidenhead,20211219,65+,Male
prepaid_travel_card_reviews,20211018,65+,Male
travel_money,20220112,65+,Female
road_closures_for_preston,20210510,65+,Female
safty_check_on_foreighn_exchange_companies,20210928,65+,Male
tunisia_currency,20210309,NULL,NULL
currency_exchange_rates,20210707,65+,Male
prague_currency,20220118,NULL,NULL
tesco_travel_money,20211114,65+,Female
traffic_news_m6_preston,20210711,55-64,Male
alansariexchangetravelcard,20211119,35-44,Male
currency_exchange_site_comparison,20211125,65+,Female
currency_online_best_rates,20211011,65+,Female
post_office_exchange_rate_travel,20210825,NULL,Female
prepaid_travel_cards,20211123,65+,Male
travel_money,20210924,65+,Male
travel_money_maximiser,20211010,65+,Male
currency_exchange_rates,20210821,65+,Male
travel_money,20210421,65+,Male
can_i_cancel_my_holiday_to_turkey_in_september_and_receive_a_full_refund,20210513,65+,Male
foreign_currency_exchange_rates,20211006,65+,Male
foreign_exchange_rates,20211116,65+,Female
travel_currency_rates,20210804,55-64,Male
euro_exchange_rate,20210615,55-64,Female
post_office_exchange_rates,20211130,65+,Male
travel_fx_holiday_money,20210215,45-54,Male
travelex_exchange_rates,20211111,NULL,Male
can_i_claim_be_money_for_my_hoiday_in_benidorm_in_agust,20210323,45-54,Female
currency_comparison,20211119,65+,Male
foreign_currency,20210624,55-64,Female
leisure_guard_travel_insurance,20210208,65+,Female
the_post_office_exchange_rates,20210902,65+,Male
best_travel_money_rates,20211022,NULL,Male
cash_forign_currency,20210421,65+,Male
left_over_travel_money_exchange_rates,20210815,55-64,Female
travel_fx,20210927,65+,Male
can_i_use_euro_travelex_card_in_uk,20220107,65+,Female
foreign_currency_exchange_rates,20211108,55-64,Male
foreign_exchange_rates,20220122,55-64,Male
tourist_exchange_rates,20210614,65+,NULL
tourist_exchange_rates,20211125,65+,Male
travelling_to_france_after_brexit,20210521,65+,Male
where_can_i_can_give_unwanted_foreign_coins_to_charity,20210720,55-64,Male
best_currency_exchange_rates,20211005,65+,Female
best_tourist_exchange_rate,20210511,55-64,Male
euro_cash_cards,20220128,65+,Male
how_much_i_spent_in_india,20210318,25-34,Male
western_union,20220127,45-54,Male
lancashire_schools_february_2022_half_term,20211228,65+,Male
leftover_currency,20210206,55-64,Male
manchester_traffic,20210626,45-54,Male
stamp_duty_holiday_and_completion_checklist,20210319,45-54,Male
where_to_sell_foreign_currency,20210311,65+,Female
foreign_currency_rates,20211111,65+,Male
lancashire_highway_services,20210625,45-54,Female
remit,20210809,65+,Male
travel_lodge_st_annes_lancastershire_fy84ab,20210909,65+,Male
holiday_money_martin_lewis,20210529,65+,Male
travel_money,20210218,65+,Male
current_foreign_exchange_rates,20210317,NULL,Male
holiday_currency,20210308,65+,Male
lancashiregovukroads,20210212,65+,Male
post_office_travel_card_expiring_soon_but_got_money_on_it_still,20210814,55-64,Female
remit_app,20210920,35-44,Male
machester_road_accrington_police_incident_10_november_2021,20211110,55-64,Female
post_office_travel_money,20210618,65+,Male
4pm_fx_fixing_benchmarking,20210302,55-64,Female
best_euro_rates,20210224,65+,Male
sa_rand_to_uk_pound_exchange_rates_list_today,20210325,65+,Female
thomas_exchange,20210302,25-34,Female
where_can_i_cash_in_euros_coins_in_person,20210804,45-54,Male
asda_sutton,20210719,25-34,NULL
bitcoin_news,20210817,45-54,Female
leftover_currency_exchange,20211125,55-64,Female
cheapest_euros_to_buy_martin_lewis,20210906,65+,Female
john_lewis_foreign_currency,20210915,55-64,Female
travel_fx_exchange_rates,20210626,65+,Female
using_starling_card_abroad,20211115,NULL,Female
western_union,20220124,35-44,Female
foreign_currency,20211112,55-64,Female
how_long_has_torfx_been_doing_foreign_exchange,20210619,65+,Male
traffic_choas_lancaster_now,20210930,45-54,Female
compare_holiday_money,20210520,45-54,Male
currency_of_malta,20210806,65+,Male
euro_exchange_rate,20210203,65+,Male
exchange_or_completion_hmrc,20211026,55-64,Male
travel_money,20210701,45-54,Female
turkish_lira_exchange_rate,20211201,65+,Male
tax_implication_for_self_transfer_of_money_between_countries,20210421,NULL,Male
travel_money_exchange,20210325,55-64,Male
travel_fx_holiday_money,20211018,65+,Male
changing_old_currency,20210703,65+,NULL
nat_west_to_pull_out_of_ireland,20210216,55-64,Female
tourist_exchange_rates,20210918,65+,Male
travel_money,20210821,55-64,Male
travel_money_exchange,20210421,55-64,Male
best_foreign_exchange_for_holiday_in_uk,20211103,NULL,Male
glasgow_airport_shops_glasgow_airport,20210713,65+,Female
what_are_the_foreign_exchange_transaction_risk_of_unilever,20211025,45-54,Female
travel_money_comparison,20211126,45-54,NULL
young_foreign_person_who_undertakes_childcare,20210215,65+,Male
best_currency_firms,20210923,65+,Male
revolut_news,20210722,45-54,NULL
traffic_at_blackpool,20210418,65+,Male
travelfx_testsite,20210916,45-54,Male
what_is_happening_with_sterling,20210705,65+,Female
currency_exchange_returning_spare_thai_money,20210615,45-54,Male
john_lewis_exchange_rates,20210420,45-54,Male
travel_money_exchange,20210430,55-64,Male
travel_money_exchange,20210603,55-64,Male
travelfx,20210211,55-64,Male
travelmoneymaxcom,20211124,65+,Female
ballymoney_to_ederney,20210207,35-44,Female
international_currency_exchange_rates_today,20220120,NULL,NULL
old_currency_notes,20211105,NULL,NULL
tourist_exchange_rates,20211126,65+,Male
hays_travel_card,20210828,65+,Male
holiday_dollar_currency_predictions,20210422,55-64,Female
remitly,20210518,25-34,Female
susana_ohue_yahoocomuk,20210424,55-64,Male
travel_fx_travel_money,20210912,65+,Male
compare_currency,20210526,45-54,Female
pound_to_euro,20210310,55-64,Female
best_euro_rates,20211011,65+,Female
best_fixed_1_year_rates_bonds,20220118,65+,Male
currency_exchange_rates,20210709,55-64,Male
malta_currency,20210726,55-64,Female
skills_gained_from_travel_money_bureau,20210914,NULL,NULL
travel_money,20210215,45-54,Male
travel_money_compare_rates,20211014,55-64,Male
western_union_hong_kong,20211108,45-54,Female
formby_hall,20211113,65+,Male
tourist_exchange_rates,20210216,65+,Female
where_is_the_best_value_for_sterling_holidays,20220120,55-64,Male
forexpk,20210810,NULL,Male
pakistan_forex_exchange,20210228,55-64,Male
travel_currency_exchange,20210920,65+,Male
cheapest_money_for_overseas_holidays,20210918,65+,Male
how_much_is_one_million_peseta,20210221,55-64,Male
money_exchange,20220110,65+,Male
trailfinders_euro_exchange,20220126,65+,Male
what_best_currency_exchange_rates,20211125,45-54,Male
ias_21,20211001,35-44,Male
travel_fx,20210614,65+,Male
wwwneilremit,20210504,35-44,Female
autumn_term_lancashire_2021,20210805,45-54,Male
mse_travel_cash,20211122,NULL,Male
travel_money,20211031,45-54,Male
compare_the_currency,20210706,45-54,Male
currency_exchange_rates,20210526,65+,Male
holiday_cottages_whalley,20211209,65+,Female
marks_and_spencer_travel_money,20220113,65+,Male
travel_fx,20210629,45-54,Male
acefx_currency_online,20210709,65+,Male
best_currency_deals,20220104,35-44,Male
foreign_exchange,20211119,55-64,Female
tourist_exchange_rates_euro,20210220,65+,NULL
is_money_from_abroad_liable_to_tax,20210228,65+,Male
official_global_currency_rates_today,20211001,65+,Male
currency_cards_reviews,20210508,65+,Male
will_coinstar_accept_foreign_currency,20210826,55-64,Male
cheap_flights_from_manchester_to_accra_2nd_november_to_23rd_november,20210928,NULL,Male
compare_travel_money_exchange_rates,20210916,45-54,Male
travel_money_maximiser,20210910,65+,Male
best_foreign_exchange_rates,20211005,55-64,Male
i_am_trying_to_get_my_money_back_from_teletex,20210708,55-64,Male
travel_money_exchange,20211107,45-54,Female
exchange_rates,20220111,65+,Male
foreign_exchange_rates,20211206,NULL,Female
best_currency_exchange_rates,20210807,45-54,Male
cancelling_holiday_rights,20210510,65+,Male
dial_a_flight_manage_my_booking,20210604,65+,NULL
gb_pound_turkish_lira_exchange_rate,20211124,65+,Male
multi_currency_cash_passport_login,20210512,55-64,Female
post_office,20210630,65+,Male
seling_dollars_pounds,20211216,45-54,Male
travel_money,20211021,65+,Male
travel_money,20220114,45-54,Male
uk_insurers_for_homes_abroad,20211209,65+,Male
who_can_change_multi_country_currency_into_sterling,20210502,65+,Male
lockdown_rules_haircuts,20210318,65+,NULL
post_office_tourist_rates_of_exchange,20210716,65+,Male
can_we_travel_to_blackpool,20210623,35-44,Female
half_term_october_2021_in_lancashire,20211008,15-24,NULL
travel_money_comparison,20210805,45-54,Male
convert_foreign_coins_for_cash_uk,20210526,NULL,Female
convert_pounds_sterling_to_euros,20210514,65+,Male
currency_exchange,20210715,65+,Male
foreign_currency,20210510,65+,Male
bude_weather,20210517,65+,Male
caravans_to_rent_in_lancashire,20210418,65+,Female
money_converter,20220123,65+,Male
travel_fx,20210401,65+,Male
travel_money_card,20210604,35-44,Female
what_is_south_african_standard_bank_costs_to_transfer_money_to_uk_bank,20211207,65+,Female
foreign_currency_machines,20220117,55-64,Female
what_are_the_requirements_for_foreign_travel_to_the_phillipines,20210711,25-34,Male
pound_euro_forecast,20210218,55-64,Male
travelmoneymax,20210625,NULL,Male
dog_friendly_caravans_in_southport_lancashire_england_uk,20210618,65+,Female
quidco_insurance,20210317,65+,Male
gb_foreign_aid_by_country,20210211,65+,Male
travel_fx_holiday_money,20210827,55-64,Female
where_cant_you_use_a_post_office_travel_card,20220110,45-54,Male
buy_my_unwanted_euros,20210906,65+,Male
exchange_rates_worldwide_travel,20210409,65+,Male
travel_money,20210728,55-64,Male
foreign_currency,20210819,65+,Male
m65_traffic_news,20210705,65+,Male
travel_money,20210304,55-64,Male
travel_money,20211124,55-64,Male
what_do_countries_spend_uk_foreign_aid_on,20211113,65+,Female
moneyexpertsavings_travel_money,20210517,65+,Female
travel_money,20220120,55-64,Male
travel_money_exchange,20211124,55-64,Male
do_charities_accepting_foreign_notes,20211230,65+,Male
hays_foreign_currency_exchange_rates,20210704,65+,Male
how_much_do_countries_pay_in_foreign_aid,20210607,55-64,Female
post_office_holiday_money_exchange_rates,20211114,65+,Male
prepaid_money_travel_card,20220102,45-54,Male
m6_preston_traffic,20210912,55-64,Female
overseas_aid_by_country,20210329,65+,Female
payment_holidays_on_mortgages_during_covid_crisis,20210913,55-64,Male
acefx_currency_exchange,20210617,65+,Female
asda_george_postcode_of_uk,20210217,55-64,NULL
holiday_cottages_in_lancashire,20210620,65+,Male
how_much_does_one_lot_of_usd_cost,20210908,45-54,Male
tui_currency_card,20210629,65+,Male
acefx_currency_exchange,20210222,65+,Female
bacs_payments_overseas,20211025,55-64,Male
holiday_appartments_in_lancashire,20210503,65+,Male
holiday_money_exchange_rates,20210719,65+,Male
currency_exchange_rates,20210927,45-54,Male
foreign_exchange_rates,20210413,55-64,Female
post_office_exchange_rates,20210711,65+,Male
senegal_treasury_gold_reserved,20210717,55-64,Male
accident_in_preston_this_afternoon,20210528,55-64,Female
tourist_exchange_rates,20210627,65+,Male
traffic_watch_preston,20210705,45-54,Male
will_pound_fall_against_euro,20210206,45-54,Female
lancashire_term_dates,20210902,65+,Male
rochdale_traffic_news,20210606,NULL,Male
travel_money_comparison,20210921,45-54,Male
hagans_leisure_property_for_sale,20210927,65+,Male
money_intention_services_travel_insurance,20210412,65+,Male
travel_money_exchange,20210809,65+,Male
travel_partner_exchange_london_on_credit_card,20211204,55-64,Male
buy_travel_money_comparison,20220130,45-54,Male
exchange_rates,20210218,55-64,Male
tescos_buy_back_currency,20210815,65+,Male
travelodge_discount_code,20210830,35-44,Female
currecy_spot_rates,20210930,65+,Male
travel_money,20210202,45-54,Female
best_currency_exchange_rates_on_line,20210407,65+,Male
currency_converter,20210922,NULL,Male
lancashire_school_term_times_2021,20210728,65+,Male
money_converter,20211018,55-64,Female
can_you_get_euros_back_off_money_travel_card_once_back_from_holidays,20220114,65+,Male
tfx_travel_money,20210224,65+,Male
traffic_news_in_blackburn_and_darwen_today,20211102,65+,Male
currency_of_malta,20220112,NULL,Male
do_i_need_to_pat_taxes_in_uk_on_money_i_transfer_from_my_us_bank_account,20210325,NULL,Male
how_much_money_can_u_bring_to_london_in_one_year_from_india,20211109,35-44,Female
how_to_complain_to_tui,20210813,65+,Male
post_office_travel_money,20210809,45-54,Male
old_bank_notes_to_give_to_charity_what_you_can,20210412,65+,Female
transferring_money_abroad,20210528,55-64,Female
travelmoneymax,20220103,NULL,Male
travelmoneymaxcom,20211126,65+,Female
ukranian_learn_language_free_exchange,20210803,NULL,Male
ramsdens_currency_exchange,20211027,55-64,Female
travel_money,20210625,NULL,Female
_to_forecast,20211202,55-64,Male
foreign_exchange_rates,20210324,55-64,Male
best_currency_exchange_rates,20211003,65+,Male
waitrose_foreign_currency,20211114,NULL,Male
boris_johnson_defeated,20210607,65+,Female
post_office_foreign_cuyrrency,20211106,65+,Female
revolut_exchange_rate,20210729,45-54,Male
travel_fix,20211006,65+,Male
gypsytravellers_weddings_abroad,20220102,55-64,Female
ramsdens_currency_exchange,20211224,55-64,Female
tfx,20211111,65+,Male
tesco_exchange_rate_for_canadian,20210617,NULL,Male
travel_money_maximiser,20211028,65+,Male
what_tier_leve_is_blackpool_in,20211212,NULL,NULL
coastal_cottages_lancadhire,20210710,65+,Female
foreign_exchange,20210422,55-64,Female
foreign_money_saving_expert,20210829,NULL,Male
free_house_holiday_swaps_uk,20211004,65+,Male
how_to_convert_to_euro,20210303,65+,NULL
travel_fx,20210215,55-64,Male
lancashire_county_council_free_bus_pass,20210223,65+,Male
exchange_old_norwegian_50_notes,20210610,35-44,Male
foreign_exchange_rates,20210207,55-64,Male
heworth_post_office_foreign_coins_for_charity,20211226,NULL,NULL
holiday_money_comparison,20210929,65+,Male
2021_wells_fargo_settlement,20211002,35-44,Male
best_currency_exchange_rates_today,20210630,65+,Male
mcdonald_monopoly,20210825,25-34,Male
tesco_money_exchange,20210620,45-54,Female
tide_bank_exchange_rates_today,20210930,65+,Male
lancashire_term_times,20220120,65+,Male
caxton_fx_exchange_rates_today,20220120,65+,Female
self_catering_ribchester,20210909,65+,Male
travel_money,20210828,55-64,Male
travel_money_exchange_compare,20210723,65+,Female
travel_money,20210813,65+,Male
flashstake,20210813,35-44,Male
prepaid_currency_travel_cards,20210716,65+,Male
forgon_money,20211229,NULL,Male
travel_money,20220105,55-64,Male
compare_currency,20210629,45-54,Female
lancashire_county_council_extra_statutory_dates,20211118,65+,Male
moneycorp_exchange_rate,20210308,55-64,Male
tourist_exchange_rates,20211123,65+,Male
post_office,20210901,65+,Male
dewsbury_to_lancashire,20210514,65+,Female
foreign_coins_for_charity,20210701,35-44,Male
tourist_exchange_rates,20211124,65+,Male
travel_currency_exchange,20220109,NULL,NULL
lancashire_county_council_blue_badge,20210210,45-54,Male
local_road_closures_chorley,20211022,65+,Male
euro_tourist_gbp_exchange_rate,20210426,65+,Male
leftovercurrencycom,20211123,45-54,Male
traffic_problems_on_road_from_todmorden_to_burnley_lancashire,20211018,65+,Female
currency_exchange_rates,20210529,65+,Female
pre_paid_travel_cards_post_offic_reviews,20211207,55-64,Female
traffic_blackburn,20210511,55-64,Male
travel_money,20211114,55-64,Male
300_us_dollars_in_british_pounds,20210628,NULL,Male
pound_forecast,20211113,65+,Male
tesco_travel_money,20210622,65+,Male
best_currency_exchange_rates,20210630,65+,Male
foreign_currency_victoria,20210827,55-64,Male
handlesbanken_exchange_rate,20210314,45-54,Female
currency_calculator,20211019,65+,Male
traveller_andrew_has_money_in_capetown,20210718,55-64,Female
best_exchange_rate,20210612,55-64,Male
best_rates_for_foreign_currency_in_uk,20210301,65+,Male
foreign_exchange_rates,20211125,65+,Male
is_there_a_threshold_of_overseas_interest_to_declare_uk,20211001,45-54,Male
travel_money,20210614,55-64,Male
travel_money_exchange,20210314,55-64,Male
bridgenorth,20210221,45-54,Male
travel_money_exchange,20210603,65+,Male
uk_best_places_to_buy_holiday_let,20211118,45-54,Male
if_you_get_pip_how_much_do_you_pay_to_get_a_car,20210508,NULL,Male
money_saving_expert_buying_foreign_exchange,20220123,NULL,Male
tourist_exchange_rates,20210817,55-64,Male
travel_money,20211220,65+,Male
will_the_pound_get_stronger,20211124,65+,Male
radio_lancs_trafic_accidents,20210602,65+,Female
fromtravel_fx_todaveloadsyahoocouk,20210728,65+,Male
is_sterling_strengthening,20210412,65+,Male
stamp_duty,20210212,45-54,Male
tfx_travel_money,20210809,65+,Male
travel_fx,20210410,65+,Male
travelmoneymaxcom,20210715,65+,Female
foreign_exchange_rates,20210222,65+,Male
wwwneilremit,20210509,35-44,Female
post_office,20210322,65+,NULL
xe_currency_converter,20220112,35-44,Female
ace_fx_euro_to_gbp_exchange_rate,20211015,55-64,Male
ryoal_mail_foreign_exchange,20210810,45-54,Female
travel_money,20210802,65+,Female
travel_money_comparison,20210909,55-64,Male
travelmoneymaxcom,20211117,65+,Male
morecambe_travellodge_lancashire,20210419,65+,Female
traffic_delays_bolton_lanmcashire,20211122,65+,Female
which_local_sainsburys_branch_can_i_obtain_foreign_currency_from,20211102,65+,Male
best_travel_insurance,20210418,65+,Male
travel_fx_holiday_money,20210712,65+,Male
usa_currency_bank_card_for_holidays,20210721,NULL,Male
currency_online_best_rates,20210503,35-44,Male
travel_money,20220130,35-44,Male
wher_does_uk_foreign_aid_go,20210729,55-64,NULL
money_exchange,20210723,65+,Male
self_catering_mauwdsley,20211108,NULL,Female
travel_money,20210929,65+,Male
5star_competitions,20210408,65+,Male
a666_closure_darwen,20210808,65+,Male
euro_exchange_holiday_rate_calculator,20210817,65+,Male
local_traffic_news_rochdale,20210718,55-64,Male
pound_euro,20210226,65+,Male
heat_exchanger_design_codes,20211128,65+,Male
travel_money_exchange,20210616,55-64,Male
currency_exchange_rates,20211012,65+,Male
fx_jpy_cross_usd_chart,20210612,65+,Male
holiday_money_exchange_rates,20211203,65+,Male
revolt_money_exchange_rates,20210322,65+,NULL
secret_travel,20210920,45-54,Female
hkd_gbp_exchange_rate,20211011,45-54,Male
john_lewis_exchange_rates,20210811,45-54,Male
us_bank_fees_for_international_checks,20211226,NULL,Male
western_union_money_transfer,20211203,45-54,Female
travel_money_exchange,20211215,55-64,Male
uk_foreign_aid_to_which_countries,20210430,45-54,Male
waitrose_travel_money_exchange,20210403,65+,Male
do_i_pay_tax_on_tranfer_money_into_my_current_account_from_abroad_,20210526,45-54,Male
foreign_exchange_rates,20211024,65+,Male
foreigncurrencydirect,20211228,NULL,Female
does_standard_rate_mobility_and_personal_care_pip_qualify_me_for_pension_credit,20210309,65+,Female
holiday_cottage_banks_lancashire,20210527,65+,Male
selling_euros_in_chelmsford_essex,20210919,65+,Female
