query,date,age,gender,city,state
across_globe_evolving_eat_plastic_study,20211215,18to24,Male,22179,24554868
adidas_plastic_waste_trainers,20211119,45to54,Male,91715477,24554868
airfix_model_kits_plastic_handley_page_model_kits,20211230,65Plus,Male,26697,24554868
airfix_models_plastic_model_kits,20210421,65Plus,Male,22872,24554868
amari_plastics,20210702,65Plus,Male,35009,24554868
amazon_plastic_laudrey_baskets,20211112,65Plus,Female,31772,24554868
andrew_watts_plastic_surgeon_exeter,20210421,55to64,NULL,34567,24554868
anticovid_plastic_barriers_classrooms_worse,20210820,65Plus,Female,NULL,24554868
anticovid_plastic_barriers_may_make_worse,20210821,18to24,Female,24522,24554868
argos_keter_plastic_sheds,20210802,65Plus,Female,34675,24554868
arm_plasticarm,20210722,25to34,Male,36094,24554868
b_q_plastic_plant_pots,20211231,65Plus,Female,45059,20070563
barrier_sea_trapping_plastic_it_can,20210609,65Plus,Male,28218,24554868
barrier_sea_trapping_plastic_waste_before,20210609,25to34,Male,14979,24554868
barrier_trapping_plastic_waste_it_can,20210609,25to34,Male,NULL,24554868
bliby_plastics_ashford,20210915,65Plus,Male,NULL,24554868
bondic_liquid_plastic_welder,20210629,65Plus,Male,12136,24554868
bondic_liquid_plastic_welder,20211103,55to64,Male,22137,24554868
bosch_series_6_dishwasher_slab_plastic_strip,20211130,65Plus,Male,11916,24554868
bq_plastic_shower_spray,20211104,65Plus,Female,44418,24554868
bq_window_boxes_plastic,20211122,55to64,Female,44418,24554868
bright_green_plastics,20211011,55to64,Male,NULL,24554868
bubble_barrier_sea_plastic_before_it,20210609,18to24,Female,24522,24554868
bubble_barrier_trapping_plastic_waste_get,20210609,25to34,Male,NULL,24554868
bubble_sea_trapping_plastic_waste_it,20210609,25to34,Male,13383,24554868
bugs_across_globe_are_to_plastic,20211215,55to64,NULL,24083,24554868
bugs_globe_evolving_to_eat_plastic,20211217,18to24,Male,91715477,24554868
bugs_globe_evolving_to_plastic_finds,20211215,18to24,Male,22179,24554868
bugs_globe_evolving_to_plastic_finds,20211215,25to34,Female,17044,24554868
c_a_plastics,20210513,65Plus,Male,44418,24554868
carlton_plastics_croydon,20210508,45to54,Male,44418,24554868
carol_vorderman_plastic_surgery,20210519,55to64,Female,NULL,24554868
carol_vorderman_plastic_surgery,20210520,35to44,Female,28951,24554868
carol_vorderman_plastic_surgery,20210523,65Plus,Male,NULL,24554868
carol_vorderman_plastic_surgery,20210702,65Plus,Female,30599,24554868
carol_vorderman_plastic_surgery,20210716,65Plus,Male,NULL,12578048
carol_vorderman_plastic_surgery,20210725,55to64,Male,NULL,24554868
carol_vorderman_plastic_surgery,20210807,55to64,Male,NULL,24554868
carol_vorderman_plastic_surgery,20210821,45to54,Female,35375,24554868
casio_mens_analoguedigital_quartz_watch_with_plastic_strap_ga2000ske8aer,20211115,45to54,Male,30079,24554868
company_singleuse_plastics_enzymes_to_one,20211007,35to44,Female,NULL,24554868
company_singleuse_plastics_is_using_enzymes,20211007,55to64,Female,44418,24554868
company_singleuse_plastics_is_using_enzymes,20211008,35to44,Male,44418,24554868
corotherm_plastic_sheeting,20211111,Below13,Male,16545,24554868
courtney_cox_plastic_surgery,20210826,55to64,Female,21896,24554868
dove_cameron_plastic_surgery,20210921,35to44,Male,44418,24554868
dps_of_poole_dorset_plastic,20211115,25to34,Female,31623,12578049
dps_of_poole_plastic,20211115,25to34,Female,31623,12578049
dr_jack_startz_plastic_surgeon,20210629,35to44,Male,28218,24554868
ebay_uk_only_plastic_water_tanks_for_sale_near_me,20211113,65Plus,Male,44418,24554868
eco_valve_plastic_chamber_section_600mm_x_450mm_x_75mm_d400,20210727,55to64,Male,NULL,24554868
ellen_barkin_plastic_surgery,20211231,55to64,Female,44418,24554868
emma_rigby_plastic_surgery,20211006,65Plus,Female,28218,24554868
famke_janssen_plastic_surgery,20210514,55to64,Male,44418,24554868
felicity_kendal_plastic_surgery,20210430,55to64,Male,12723,24554868
firms_produce_world_plastic_waste_report,20210520,45to54,Male,44418,24554868
firms_produce_world_plastic_waste_report,20210521,45to54,Male,25701,24554868
french_company_singleuse_plastics_enzymes_recycle,20211007,35to44,Male,44418,24554868
french_company_singleuse_plastics_is_using,20211007,18to24,NULL,30704,24554868
french_company_singleuse_plastics_using_enzymes,20211008,35to44,Male,44418,24554868
gap_plastics,20210719,35to44,Female,44418,24554868
globe_are_evolving_eat_plastic_study,20211215,45to54,Male,25701,24554868
globe_evolving_to_plastic_finds,20211215,25to34,Male,39357,24554868
globe_evolving_to_plastic_study_finds,20211215,18to24,Male,26042,24554868
globe_to_eat_plastic_study_finds,20211215,45to54,Male,27334,24554868
heather_locklear_plastic_surgery,20211215,45to54,Female,12797,12578048
hg_intensive_plastic_cleaner,20211112,65Plus,Male,44544,20070563
high_finds_plastic_clean,20211222,35to44,Male,21248,24554868
hurst_plastics,20210907,65Plus,Male,32185,24554868
ikea_plastic_storage_boxes,20210816,55to64,Female,19344,12578048
ikea_storage_boxes_plastic,20211129,35to44,Female,19256,24554868
jada_pinkett_smith_plastic_surgery,20211211,35to44,Female,44418,24554868
jennifer_aniston_plastic_surgery,20210528,35to44,Female,13383,24554868
joining_plastic_glass_metal_list_fake,20210901,45to54,Male,25701,24554868
joining_plastic_glass_recycle_list_fake,20210902,35to44,Male,15645,24554868
karen_mulder_plastic_surgery,20211112,45to54,Female,44418,24554868
kate_beckinsale_plastic_surgery,20211109,45to54,Male,11973,12578049
katherine_ryan_plastic_surgery,20210915,35to44,Male,NULL,24554868
kelly_osbourne_plastic_surgery,20211009,35to44,Male,37024,24554868
kent_plastics,20210624,35to44,Male,32424,24554868
keter_6x4_plastic_shed,20210602,35to44,Male,NULL,24554868
keter_hollywood_wood_effect_plastic_garden_storage_box_review,20211119,65Plus,Male,32364,12578048
keter_manor_plastic_shed,20210613,45to54,Female,NULL,12578049
keter_plastic_garden_sheds,20210913,65Plus,Male,26042,24554868
keter_plastic_sheds,20210620,45to54,Male,538629,23424847
keter_plastic_sheds,20210624,65Plus,Male,NULL,12578049
khloe_kardashian_plastic_surgery,20211227,45to54,Female,44418,24554868
kingsley_plastics,20210525,25to34,Female,NULL,24554868
knight_plastics,20210524,65Plus,Male,NULL,24554868
kristen_davis_plastic_surgery,20210613,45to54,Female,30273,24554868
kristin_davis_plastic_surgery,20211210,35to44,Female,37654,24554868
lakeland_plastic,20211013,65Plus,Male,13189,24554868
lakeland_plastics,20210502,65Plus,NULL,NULL,12578048
lakeland_plastics,20210513,65Plus,Male,44418,24554868
lakeland_plastics,20210519,45to54,Female,NULL,24554868
lakeland_plastics,20210519,65Plus,Female,15178,24554868
lakeland_plastics,20210520,55to64,Female,NULL,12578048
lakeland_plastics,20210528,45to54,Female,26279,24554868
lakeland_plastics,20210528,65Plus,Male,NULL,20070563
lakeland_plastics,20210609,55to64,Female,NULL,12578048
lakeland_plastics,20210626,65Plus,Female,NULL,24554868
lakeland_plastics,20210630,65Plus,NULL,17233,24554868
lakeland_plastics,20210701,65Plus,Male,34397,24554868
lakeland_plastics,20210703,65Plus,Male,NULL,24554868
lakeland_plastics,20210708,65Plus,Female,92156007,24554868
lakeland_plastics,20210810,65Plus,Male,34757,24554868
lakeland_plastics,20210820,35to44,Female,NULL,24554868
lakeland_plastics,20210906,55to64,Female,44418,24554868
lakeland_plastics,20210913,55to64,Female,30704,24554868
lakeland_plastics,20210919,65Plus,Female,NULL,24554868
lakeland_plastics,20210926,65Plus,Female,NULL,24554868
lakeland_plastics,20210929,65Plus,Female,NULL,12578048
lakeland_plastics,20211002,65Plus,Male,18614,12578048
lakeland_plastics,20211011,55to64,Female,NULL,12578048
lakeland_plastics,20211011,65Plus,NULL,NULL,24554868
lakeland_plastics,20211016,65Plus,Female,44418,24554868
lakeland_plastics,20211028,65Plus,Female,30893,24554868
lakeland_plastics,20211030,65Plus,Male,NULL,24554868
lakeland_plastics,20211031,65Plus,NULL,NULL,12578049
lakeland_plastics,20211124,55to64,Female,24502,12578048
lakeland_plastics,20211202,65Plus,Male,35965,24554868
lakeland_plastics_catalogue,20210429,65Plus,Male,44970,20070563
lakeland_plastics_catalogue,20210721,65Plus,Male,NULL,24554868
lakeland_plastics_catalogue,20211029,65Plus,Female,NULL,24554868
lakeland_plastics_online_shopping,20211226,45to54,Male,24522,24554868
lakeland_plastics_windermere,20211014,65Plus,Male,NULL,24554868
lakeland_plastics_windermere_cumbria,20210426,65Plus,Female,17940,24554868
let_fossil_fuel_industry_toxic_plastics,20210828,18to24,Male,NULL,24554868
let_fuel_industry_toxic_plastics_chemicals,20210828,35to44,Male,NULL,24554868
linda_kozlowski_plastic_surgery,20210530,55to64,Female,NULL,24554868
madonna_plastic_surgery,20210924,55to64,Female,36796,24554868
majestic_500_plastic_bowls,20211119,55to64,Male,41169,24554868
makes_from_ocean_plastic,20211007,18to24,Male,NULL,24554868
makes_mouse_ocean_plastic,20211008,35to44,Male,26042,24554868
meg_ryan_plastic_surgery,20210821,65Plus,Female,NULL,24554868
microsoft_makes_from_ocean_plastic,20211008,35to44,Male,44418,24554868
microsoft_makes_from_plastic,20211008,18to24,Female,NULL,24554868
microsoft_makes_from_recycled_plastic,20211008,35to44,Male,44418,24554868
microsoft_makes_mouse_recycled_ocean_plastic,20211008,35to44,Female,NULL,24554868
microsoft_mouse_from_ocean_plastic,20211008,35to44,Male,26042,24554868
microsoft_recycled_ocean_plastic,20211007,35to44,Male,NULL,24554868
mitre_plastics,20210915,45to54,Female,NULL,24554868
mouse_from_recycled_ocean_plastic,20211008,18to24,Female,NULL,24554868
mouse_from_recycled_ocean_plastic,20211008,35to44,Male,44418,24554868
national_plastic_couk,20211102,35to44,Male,NULL,24554868
national_plastics,20210417,65Plus,NULL,41169,24554868
national_plastics,20210423,65Plus,Male,37024,24554868
national_plastics,20210501,55to64,Male,32381,12578049
national_plastics,20210615,45to54,Male,NULL,24554868
national_plastics,20210630,65Plus,Male,15871,24554868
national_plastics,20210708,45to54,Male,37818,24554868
national_plastics,20210722,65Plus,Male,21248,24554868
national_plastics,20210813,45to54,NULL,NULL,24554868
national_plastics,20210814,55to64,Male,NULL,24554868
national_plastics,20210927,45to54,Male,37818,24554868
national_plastics_cheltenham,20210518,65Plus,Male,15790,24554868
national_plastics_christchurch,20210421,55to64,Male,NULL,24554868
national_plastics_pontypridd,20211013,65Plus,Male,12928,12578049
national_plastics_poole,20210813,45to54,NULL,NULL,24554868
nicole_kidman_plastic_surgery,20210926,25to34,Female,NULL,24554868
oncoplastic_breast_surgery,20210525,65Plus,Female,NULL,24554868
peeler_need_be_so_plastic,20210503,45to54,Female,44418,24554868
perspex_plastic_at_wcks,20210611,65Plus,Female,30597,24554868
petrol_in_plastic_bag,20211001,45to54,Male,21248,24554868
plastic_company,20210417,65Plus,Male,NULL,12578049
plastic_covid_vaccination_card,20211104,65Plus,Male,40631,24554868
plastic_fantastic_hyde,20210811,65Plus,Female,NULL,24554868
plastic_greenhouses_aldi,20210419,65Plus,Male,31142,24554868
plastic_head_distribution,20210526,35to44,Male,19019,12578048
plastic_sheds_ebay,20210917,65Plus,Male,26734,24554868
plastic_storage_drawers_ikea,20210913,65Plus,Female,11973,12578049
plastic_upstands_for_kitchen_worktops,20210712,65Plus,Male,NULL,24554868
plastickwheel_arches_for_merc_c_class,20210727,65Plus,NULL,NULL,12578048
polisport_plastic,20210509,45to54,Male,12031,24554868
produce_world_plastic_waste_reveals,20210520,25to34,Female,32185,24554868
pyramid_plastics,20210619,65Plus,Male,11752,24554868
rc_plastic_bismarc_model_kit,20211121,Below13,Male,11412,24554868
rigid_plastic_angle_42mm,20211209,55to64,Female,34503,24554868
rocco_plastic_bulb_planters_garden,20211122,55to64,Male,36615,24554868
rs_plastic_400a_fuse_puller_tool,20211129,65Plus,Male,11061,24554868
sbs_plastics_workington,20210731,65Plus,Female,NULL,24554868
sea_trapping_plastic_waste_before_it,20210610,18to24,NULL,13911,24554868
simplehuman_semiround_plastic_pedal_bin,20211220,65Plus,Male,44418,24554868
soden_plastics,20210504,55to64,Male,26062,24554868
soden_plastics_leicester,20210506,55to64,Male,26062,24554868
spain_ban_sale_vegetables_plastic,20210924,18to24,Female,NULL,24554868
spain_to_ban_sale_fruit_plastic,20210924,18to24,Female,NULL,24554868
stefanplast_garden_wheelbarrow_helpy_in_plastic_material_color_green_50_lt_max_60_kg_capacity,20211218,65Plus,Male,44418,24554868
superplastic_20m,20211021,45to54,Male,30720,24554868
superplastic_20m_series,20211020,55to64,Male,44418,24554868
tamiya_plastic_model_car_kits,20211214,45to54,Male,27997,24554868
trago_mills_plastic_sheds,20210705,65Plus,Female,NULL,24554868
twenty_firms_plastic_waste,20210520,18to24,Male,NULL,24554868
twenty_firms_produce_plastic_report,20210520,55to64,Male,44418,24554868
twenty_firms_produce_plastic_report_reveals,20210520,45to54,Male,44418,24554868
twenty_firms_produce_plastic_waste_report,20210520,25to34,Male,44418,24554868
twenty_firms_produce_plastic_waste_reveals,20210520,25to34,Male,35653,24554868
twenty_produce_plastic_waste_report,20210520,55to64,Male,44418,24554868
twenty_produce_plastic_waste_reveals,20210519,25to34,Male,35653,24554868
twenty_produce_plastic_waste_reveals,20210520,25to34,Male,44418,24554868
twenty_produce_world_plastic_report,20210523,25to34,Male,35653,24554868
twenty_produce_world_plastic_reveals,20210520,25to34,Male,35653,24554868
twenty_produce_world_plastic_waste_reveals,20210522,25to34,Male,35653,24554868
twenty_world_plastic_waste_reveals,20210520,25to34,Female,32185,24554868
uhmw_plastic,20211230,35to44,Male,23033,24554868
upvc_flat_plastic_batten_45mm,20211209,55to64,Female,34503,24554868
vanessa_bryant_plastic_surgery,20210830,55to64,Male,44418,24554868
visqueen_plastic_sheeting,20210920,55to64,Female,NULL,12578048
volvo_plastic_bike,20210502,65Plus,NULL,NULL,24554868
whatmore_plastics,20210420,45to54,Male,NULL,24554868
why_anticovid_plastic_barriers_make_worse,20210821,25to34,Male,44418,24554868
why_anticovid_plastic_barriers_make_worse,20210824,25to34,Male,26191,24554868
why_anticovid_plastic_barriers_may_make,20210821,35to44,Male,NULL,24554868
why_anticovid_plastic_barriers_restaurants_make,20210820,25to34,Male,44418,24554868
why_anticovid_plastic_classrooms_may_make,20210820,18to24,Male,NULL,24554868
why_anticovid_plastic_things,20210821,55to64,NULL,NULL,24554868
why_plastic_barriers_may_things_worse,20210821,25to34,Male,44418,24554868
zac_efron_plastic_surgery,20210815,35to44,Female,44418,24554868
zac_efron_plastic_surgery,20210819,45to54,Female,NULL,24554868
across_globe_are_evolving_eat_plastic,20211215,35to44,Male,26062,24554868
airfix_54mm_mounted_plastic_figures_for_sale_uk_only_auction,20211129,65Plus,Male,36695,24554868
airfix_models_plastic_model_kits,20210428,65Plus,Male,NULL,12578048
aldi_plastic_shed,20210824,65Plus,Male,36240,24554868
amazon_plastic_pollution,20211102,65Plus,Male,NULL,24554868
anna_faris_plastic_surgery_before_after,20211101,45to54,Female,44418,24554868
annixter_plastic_dome_plugs,20211120,65Plus,Male,31443,24554868
anticovid_plastic_restaurants_may_make_things,20210820,18to24,Female,24522,24554868
argos_plastic_drawer_units,20211231,65Plus,Male,20293,24554868
argos_toilet_seat_plastic_black_uk,20211129,55to64,Female,40511,24554868
barrier_plastic_it_can_get_into,20210609,18to24,Female,24522,24554868
barrier_plastic_waste_it_get_into,20210609,25to34,Female,NULL,24554868
barrier_sea_trapping_plastic_before_can,20210609,25to34,NULL,19578,24554868
barry_jones_plastic_surgeon,20211113,65Plus,Female,44418,24554868
bliby_plastics_ashford,20210623,55to64,Male,NULL,24554868
bondic_liquid_plastic_welder,20210902,65Plus,Male,29086,24554868
bondic_liquid_plastic_welder,20211202,65Plus,Male,35429,24554868
bonnington_plastics,20210901,45to54,Male,NULL,24554868
brigitte_macron_plastic_surgery,20211221,55to64,Female,24578,24554868
bubble_barrier_plastic_waste_before_it,20210609,25to34,Female,NULL,24554868
bubble_barrier_sea_plastic_waste_can,20210610,25to34,Female,NULL,24554868
bubble_barrier_sea_trapping_plastic_before,20210609,25to34,NULL,19578,24554868
bubble_barrier_sea_trapping_plastic_before,20210609,45to54,Male,NULL,24554868
bubble_sea_trapping_plastic_before_it,20210609,18to24,NULL,30704,24554868
bugs_across_globe_are_evolving_plastic,20211215,55to64,NULL,24083,24554868
bugs_across_globe_evolving_eat_plastic,20211215,45to54,Male,44418,24554868
bugs_globe_evolving_to_eat_plastic,20211215,18to24,Male,34107,24554868
cam_belt_plastic_cam_chain_metal_subaru,20211110,45to54,Male,31278,24554868
carol_vorderman_plastic_surgery,20210428,45to54,Male,NULL,24554868
carol_vorderman_plastic_surgery,20210520,45to54,Male,30720,24554868
carol_vorderman_plastic_surgery,20210522,55to64,Female,NULL,20070563
carol_vorderman_plastic_surgery,20210522,65Plus,Male,NULL,24554868
carol_vorderman_plastic_surgery,20210607,45to54,Male,33135,24554868
carol_vorderman_plastic_surgery,20210617,65Plus,Male,34503,24554868
