query,date,age,gender
compare_the_market_over_70_travel_insurance_uk,20210508,65+,Male
coverwise_travel_insurance,20211014,65+,Male
insurance_cover_if_have_to_quarantine,20210311,55-64,Male
liverpool_victoria_travel_insurance_over_70,20210712,65+,Male
marks_and_spencer_travel_insurance,20210503,35-44,NULL
martin_lewis_travel_insurance,20211007,65+,Female
nationwide_travel_insurance_covid,20211029,65+,Female
travel_insurance_with_medical_conditions,20210512,65+,Female
whihc_magazine_best_travel_insurance,20220117,65+,Male
aa_car_insurance,20210912,65+,Male
covid_travel_insurance,20210415,25-34,Male
do_i_need_travel_insurance_for_coach_trips_in_the_uk,20210910,65+,Male
travel_insurance,20211115,NULL,NULL
travel_insurance_covering_covid_19,20211108,55-64,Female
bikmo_insurance,20210706,65+,Male
rias_insurance,20211130,NULL,NULL
whichcoukbestinsure,20211121,NULL,NULL
axa_insurance,20210908,65+,Male
erco_travel_insurance,20220105,55-64,Female
holiday_insurance_with_covid_cancerlation_cover,20210827,65+,Male
natwest_platinum_insurance_cover,20220125,65+,Male
rias,20210408,65+,Female
tui_covid_protection_gaurantee,20210225,65+,Male
vumi_travel_vip_insuramnce,20220114,15-24,Female
aviva_worldwide_travel_insurance,20210312,65+,Male
defaqto_5_travel_insurance,20210902,55-64,Male
european_health_card_validity_status,20210308,65+,Male
fitz2travelcouk,20211011,65+,Female
holiday_insurance,20211012,65+,Male
holiday_insurance_for_over_65,20220119,65+,Male
macmillan_cancer_travel_insurance,20220104,65+,Male
staysure_travel_insurance,20210526,65+,Male
bupa_travel_insurance,20211017,15-24,Male
coronavirus_travel_insurance_coverage_uk,20220128,NULL,Male
holiday_insurance_compare,20220119,65+,Female
liver_cancer_travel_insurance,20210512,55-64,Female
rias_insurance,20211219,65+,Male
staysure_travel_insurance,20220127,65+,Male
travel_insurance,20210702,65+,Female
travel_insurance,20210918,65+,Male
travel_insurance_with_corona_virus_cover,20210731,45-54,Male
uk_travel_insurance,20210805,65+,Male
aa_home_insurance,20211223,65+,Male
amber_list_travel_insurance,20210828,35-44,Male
myriascouk,20220131,65+,Male
what_does_the_hijack_sextion_of_a_policy_cover,20210326,35-44,Male
automobile_association_insurance,20210928,65+,Male
compare_the_market_travel_insurance,20220125,NULL,Male
go_compare_travel_insurance_over_70,20210905,65+,Female
how_far_back_can_a_travel_insurance_claim_go,20211118,65+,NULL
lloyds_bank_platinum_travel_insurance,20210921,65+,Male
oul_direct_travel_insurance,20210929,55-64,NULL
quidco_insurance,20210317,65+,Male
travel_insurance_and_corona_virus_cover,20210224,65+,Female
virgin_money_travel_insurance,20211125,45-54,Male
aa_insurance,20220117,NULL,Female
aviva_travel_insurance,20211026,65+,Male
egg_travel_insurance_for_over_70,20210424,65+,Female
insure_and_go,20210704,65+,Male
myriascouk,20211130,65+,Female
travel_insurance_with_medical_conditions,20211122,65+,Male
what_insurance_do_i_need_if_i_am_living_abroad_now_tv,20210817,NULL,Female
alpha_travel_insurance,20210301,65+,NULL
trainline_insurane,20210829,65+,Female
travel_insurance_with_medical_conditions,20210818,65+,Male
which_magazine_covid_travel_insurance,20210630,45-54,Female
admiral_travel_insurance,20210829,55-64,Male
can_i_get_travel_insurance_for_covid,20211119,25-34,Male
travel_insurance,20220108,65+,Male
uk_travel_insurance_cover_lockdown,20210801,35-44,Male
uk_travel_insurance_for_seniors_cost,20210722,65+,Male
cruise_insurance_for_over_65s,20220108,65+,Male
lloydsbankavatravelinsurance,20211026,65+,Male
ms_holoday_insurance,20220112,65+,Male
puffin_travel_insurance,20211111,65+,Male
rbs_platinum_silver_policy,20211011,55-64,NULL
reas_car_insurance_quotes,20211231,25-34,Male
traveldirectorymoneyserviceadviceorguk,20210824,65+,Male
whats_happens_if_i_am_refused_travelinaurance,20210729,45-54,NULL
admiral_travel_insurance_reviews,20211005,55-64,Female
best_holiday_insurance_with_covid_19_cover,20211119,45-54,Male
coverwise_travel_insurance,20211009,65+,NULL
does_tesco_travel_insurance_cover_me_for_covid_illnes,20211130,65+,Female
holiday_health_insurace_quote,20210224,65+,Male
travel_insurance_to_amber_list_countries,20210707,25-34,NULL
why_have_more_than_suspended_sales_of_travel_insurance,20210920,65+,Male
allclear_travel_insurance,20210827,65+,Male
american_express_travel_medical_insurance,20210625,35-44,Male
covod_19_travel_insurance,20211016,NULL,Male
medical_travel_insurance,20210814,55-64,Male
riaz_insurance,20211027,65+,Male
saga_travel_insurance,20220107,NULL,NULL
uk_travel_insurance,20210520,65+,Male
allianze_travel_insurance,20210923,45-54,Female
annual_travel_insurance_policies_over65,20220113,NULL,NULL
aviva_hsbc_travel_insurance_cover_proof_of_insurance_online,20210602,65+,Male
best_travel_insurance_with_covid_cover_uk,20220108,NULL,Male
compare_travel_insurance,20211007,NULL,Male
coverwise_insurance,20210606,65+,Male
coverwise_travel_insurance,20220116,65+,Male
lloyds_bank_ava_travel_insurancecom,20211023,65+,Male
travel_directorymoney_advice_services,20210913,65+,Female
travel_insurance_ombudsman_uk,20210223,65+,Female
insuring_a_train_ticket,20210713,65+,Female
natwest_platinum_travel_insurance,20220110,65+,Male
natwest_platinum_travel_insurance_policy,20210911,15-24,Female
puffin_insurance,20211109,45-54,Male
travel_insurance_comparison_sites_uk_over_70_years,20210505,65+,Female
abta_insurance,20211213,45-54,Female
aig_holiday_insurance_company_phone_number_uk,20210706,65+,Male
aviva_travel_insurance,20211125,65+,Male
cheap_travel_insurance,20210812,65+,Male
coverwise_travel_insurance,20210805,NULL,Male
if_foreign_office_advise_against_travel_to_spaine_will_i_be_covered_by_my_insurance,20210505,65+,Female
international_travel_medical_insurance_us,20210404,65+,Female
single_travel_insurance_for_over_70s_recommended_by_which_magazine,20220111,65+,Male
travel_insurance_covid,20210328,45-54,Female
what_protection_for_ryanair_flights_against_covid_restrictions,20210801,65+,Male
american_airlines_travel_insurance,20211124,NULL,Male
jet2_holiday_insurance_over_65,20210227,65+,Male
rias_car_insurance_and_cataract_surgery_recovery,20210917,65+,Female
tui,20210310,45-54,Female
cheapest_travel_insurance,20211218,25-34,Male
does_travel_insurance_cover_for_you_for_uk_holidays_2022,20220111,NULL,NULL
nationwidecouk_flexaccount_travel,20210920,65+,Female
staysure_travel_insurance,20211003,65+,Male
tesco_travel_insurance_quote,20210527,55-64,Male
travel_insurance_allianz,20211122,65+,Female
travel_insurance_if_going_to_amber_list_country,20210607,65+,Female
does_jet_2_insurance_priced_at_15_cover_hotel_in_gran_canaria_just_now_if_you_catch_covid,20211212,55-64,Male
europe_travel_insurance,20210907,65+,Male
httpswwwnationwidecoukcurrentaccountsflextravelinsurance,20211230,65+,Female
i_have_staysure_travel_insurance_is_my_wife_covered,20220118,65+,Male
nationwide_holiday_insurance,20211111,65+,Male
nationwide_travel_insurance_certificate_for_thailand,20211122,55-64,Male
trailfinders,20210314,55-64,Male
cheap_uk_travel_insurance_for_under_30_year_old,20210708,55-64,Male
do_you_require_travel_isurance_for_holidays_in_england,20210504,65+,Female
nationwidecoukcompareaccounts,20220130,65+,Male
postofficecoukinsurance,20211204,65+,Female
90_day_holiday_insurance,20210510,55-64,Male
lloyds_bank_travel_insurance_premier_account,20220126,65+,Male
holiday_insurace,20210828,65+,Male
long_stay_travel_insurance_with_possessions_protection,20210716,NULL,Female
purchase_enhanced_covid_cover_jackson_lee_underwriting_services,20210903,45-54,Male
tracel_insurace,20210711,35-44,Male
gov_travel_ghic,20210928,65+,Male
viva_travel_insurance,20211220,55-64,Female
aa_car_insurance,20210906,55-64,Male
acklams_travel_insurance,20210629,65+,Female
allianz_global_assistance,20210806,65+,Female
best_holiday_insurance_for_over_70,20210915,65+,Male
capitalone_travel_insurance_uk,20220113,65+,Female
nationwide_travel_insurance,20220117,35-44,Male
what_is_amt_duration_for_travel_insuance,20210831,65+,Female
aa_insurance,20211020,45-54,Female
axa_travel_insurance_thailand_online,20220101,45-54,Female
cheap_travel_insurance,20220113,65+,Male
rias_insurance,20210905,55-64,Female
csal_uk,20211209,25-34,Male
ehicplus_insurance,20210711,65+,Female
macmillan_travel_insurance_for_cancer_patients,20210820,NULL,Female
post_office_holiday_insuace,20211227,35-44,NULL
travel_insurance,20211021,65+,Male
bank_of_scotland_travel_insurance_cruises,20210526,NULL,Female
coverwise_insurance,20220124,65+,Male
rias_car_insurance,20211221,NULL,NULL
travel_insurance_for_people_with_heart_disease,20220125,65+,Female
wwwlloydsbankavatravelinsurancecom,20210930,65+,Female
best_holiday_insurance_for_over_70s,20220131,65+,Male
cheap_travel_insurance_with_cover_for_covid,20210826,45-54,Female
hsbc_insurance_travel,20210527,35-44,Female
puffin_insurance,20210425,65+,Male
rbs_black_account_travel_insurance_policy,20211208,65+,Male
rias_insurance,20210422,65+,Female
avanti_travel_insurance,20220125,65+,Male
axa_thailand_covid_insurance_refund_policy,20211221,35-44,Male
axahealthcouktravelrefund,20210602,65+,Male
insurance_travel_advice,20210725,65+,Female
www_ehic_expand_travel_insurance,20210917,65+,Male
covid_travel_insurance,20211021,55-64,Male
nationwide_pc_are_covered,20210910,65+,Female
travelsupermarket,20210925,65+,Female
aa_car_insurance_policy,20220127,35-44,Male
aa_insurance,20211206,35-44,Male
cheap_travel_insurance_for_over_65,20220125,65+,Male
coverwise_travel_insurance,20210212,55-64,Female
coverwise_travel_insurance,20210331,35-44,Male
covid_insurance_coer_which,20210615,55-64,Male
holiday_insurance_which,20211206,65+,Male
nationwide_travel_insurance,20210913,65+,Female
puffin_insurance,20210724,35-44,Male
staysure_travel_insurance,20210315,65+,Female
how_to_appeal_a_travel_insurance_claim,20210417,NULL,Female
rias,20210805,NULL,Male
travel_insurance,20210806,65+,Male
canadian_insurance_travel_companies_for_visitors,20211019,65+,Male
chubb_travel_insurance,20210317,25-34,Male
nationwide_free_travel_insurance_with_flex_account,20211007,NULL,Female
nationwidecom_itravel,20211012,65+,Male
staysure_travel_insurance,20210703,65+,Female
staysure_travel_insurance,20210920,55-64,Male
travel_insurance,20210522,65+,Male
assistcard,20210527,45-54,NULL
barclays_travel_insurance_claims_number,20210716,45-54,Female
bupa_travel_insurance,20210303,65+,Male
compare_holiday_insurance,20211009,65+,Male
coverwise_travel_insurance,20211227,65+,Male
do_halifax_holiday_travel_insurance_for_over_80,20210520,65+,Female
natwest_travel_insurance,20210425,65+,NULL
puffin_insurance,20211012,NULL,Male
aa_insurance,20220116,55-64,Female
direct_travel_insurance,20210912,65+,NULL
how_to_insurance_a_selfcatering_holiday_in_uk_from_covid_19,20210322,45-54,Male
insurance,20211103,65+,Male
travel_insurance_quote_for_90_day_holidays,20210721,NULL,Female
tui_travel_insurance,20220120,65+,Male
amber_countries_insurance,20210615,65+,Male
axa_travel_insurance,20210916,65+,Male
covid_holiday_insurance,20210818,45-54,Male
holiday_insurance_for_ex_cancer_patients,20210908,65+,Male
leisure_guard_trave_insurance,20210716,NULL,Female
nationwide_flexi_plus_travel_insurance,20210817,65+,Male
whats_rias,20210203,55-64,Female
airindia_trave_lnsurance_partner,20211017,35-44,Male
best_rated_insurance_for_covid_holiday_cover,20210719,45-54,Male
global_insurance,20210417,35-44,Female
moneysaving_expertover65stravel_insurance,20210727,25-34,Female
change_puffin_pet_details,20211126,NULL,Male
cheap_travel_insurance,20210913,65+,Female
gocomparetravel_insurance,20210615,65+,Female
holiday_let_insurance_comparison,20210310,55-64,Female
holiday_travel_insurance_with_covid_cover,20211102,NULL,Male
insure_go_travel_insurance,20220117,65+,Female
natwest_platinum_travel_insurance,20210725,65+,Male
saga_travel_insurance_and_covid_provisions,20210719,55-64,Male
thai_axa_insurance,20220102,55-64,Male
travel_insurance_that_covers_covid_lockdown,20210418,NULL,Female
coverwise_travel_insurance,20220109,65+,NULL
cruise_travel_insurance_comparison,20210630,65+,Female
i_pay_dd_travel_imsurance_do_i_get_refund_during_coronavirus,20210505,55-64,Female
travel_insurance,20220116,55-64,Male
aviva_travel_insurance_coronavirus_policy,20211102,65+,Male
rias_car_insurance,20210917,65+,Male
travel_insurance_companies_united_kingdom,20211016,65+,Male
travel_insurance_with_covid_cancellation_cover,20220111,65+,Male
lv_travel_insurance_quote,20211019,65+,Male
nationwide_menbership_travel_insurance,20220124,65+,Male
rias,20211109,NULL,Female
travel_insurance,20211110,55-64,Female
travel_insurance_for_over_90_cost,20210714,NULL,Male
uk_holiday_home_insurance,20210203,65+,Female
over_65_travel_insurance,20210901,65+,Male
over_70_travel_insurance,20220103,65+,Male
travel_news,20210418,35-44,Male
alliance_gold_card_lloyds_insurance_telephone_number,20220117,55-64,Female
coverwise_holiday_insurance,20210304,65+,Female
coverwise_ttravel_insurance,20210825,55-64,Female
covid_travel_insurance_uk,20210905,65+,Female
staysure,20210730,65+,Male
travel_insurance_with_cancer,20211018,65+,Female
allclear_travel_insurance,20220120,65+,Male
cheap_over_75_holiday_insurance,20210224,65+,Male
chuubb_travel_insurance_contact_number,20220113,NULL,Male
coverwisecouk,20211014,55-64,Male
green_list_countries,20211008,45-54,Female
insurance_coverage_for_us_citizens_returning_to_the_usa,20210718,45-54,Female
nationwide_travel_insurance,20211009,65+,Male
ua_airlines_travel_insurance_covid,20210508,35-44,Male
uk_travel_insurance_email_address_contact,20210723,65+,Male
whao_are_the_best_holiday_insurance_companies_for_people_with_pre_medical_issues,20210909,65+,Female
defaqto_travel_insurance,20211118,NULL,NULL
independent_reviewss_of_coverwise_travel_insurer,20220105,65+,Female
martin_lewis_money_saving_expert,20210311,65+,Male
nationwide_flex_account_insurance_policy,20211109,65+,Male
rias,20210303,55-64,Male
travel_insurance_comparison,20211002,65+,Male
travel_insurancemartin_lewis,20210726,55-64,Female
wwwlloydstravelcom,20210726,65+,Female
europlus_travel_insurance,20220108,65+,Female
flex_account_travel_insurance_and_covid,20211231,45-54,Female
global_insurance_travel,20210806,65+,Male
tesco_travel_insurance,20220115,65+,Male
is_it_compulsory_to_have_travel_insurance,20211111,65+,Male
my_insurance_quote_will_not_let_me_put_different_stops_on_my_cruise_,20210310,55-64,Male
travel_insurance_comparison,20210828,65+,Male
axa_travel_insurance_over_70_years,20210422,65+,Female
best_travel_insurance_deals,20210831,65+,Male
mulitrip_travel_insurance,20210213,55-64,Female
nationwide_flexaccount_travel_cover,20210817,65+,Female
captain_tom_holiday,20210202,65+,Male
hays_travel_insurance_uk,20211022,NULL,Female
insurance_for_cancelling_a_uk_holiday_parks,20220113,NULL,NULL
quarantine_holiday_insurance,20210502,45-54,Male
travel_medical_insurance_italy_amber_list_availability,20210517,65+,Male
aa_insurance,20211208,NULL,NULL
avanti_superior,20211120,65+,Male
contact_nationwide_travel_insurance,20211201,65+,Male
coverwise_travel_insurance,20211110,NULL,Male
httpswwwgooglecom_can_you_get_travel_insurance_for_traveling_in_france_spain_the_balearics_after_17th_may,20210516,65+,Female
nationwide_travel_insurance,20210806,65+,Female
puffin_ravel_insurance,20210813,55-64,Male
rbs_platinum_travel_insurance,20210215,55-64,Female
senior_80_plus_travelling_insurance,20210922,15-24,Female
the_aa_insurance,20211207,35-44,Female
travel_insurance,20210323,65+,Male
abta_travel_insurance,20211215,45-54,Female
flying_from_red_to_uk_staying_over_in_amber_country_on_way,20210509,55-64,Male
holiday_insurance_with_covid_cover,20220125,NULL,NULL
is_it_illegal_to_travel_without_insurance,20211023,65+,Male
lloyds_axa_travel_insurance_complain,20211230,NULL,Female
nationwide_building_society_travel_insurance_claim,20211119,65+,Female
natwest_platinum_travel_insurance,20210911,15-24,Female
philippine_airlines_travel_insurance,20210522,NULL,Female
puffin_insurance,20210915,65+,NULL
travel_insurance_in_uk_for_over_70_years_of_age,20220113,65+,Male
are_nationwide_finishing_with_travel_insurance_for_flex_accounts,20210914,45-54,Male
avanti_insurance_travel,20211001,65+,Male
can_you_get_the_insurance_back_if_they_can_celled_your_cruise,20211202,65+,Male
cheap_travel_insurance,20210821,65+,Male
cruise_travel_insurance,20210426,65+,Female
extreme_travel_insurance_polcies,20211018,45-54,Female
lv_travel_insurance_quote,20211013,65+,Male
nationwide_travel_insurance,20211103,55-64,Female
post_office_travel_insurance_to_mauritius_swith_covid_cover_travel,20220129,55-64,Female
tesco_travel_insurance,20220111,65+,Female
the_best_travel_insurance_for_covid_19,20220103,65+,Male
holiday_insurance,20210409,65+,Male
good_to_go_travel_insurance_george_dean,20211004,65+,Male
moneysupermarketcouk,20210507,65+,Male
puffin_travel_insurance,20211108,65+,Male
aa_insurance_services,20211007,65+,Female
axa_sawasdee_thailand,20211204,45-54,Male
nationwide_holiday_insurance,20210815,45-54,NULL
puffin_insurance_travel,20220113,65+,Male
rias,20210312,65+,Female
rias,20211210,65+,Male
toddies_post_office,20211015,65+,Male
travel_insurance_for_amber_countries,20210508,35-44,Male
typical_holiday_insurance_costs_for_over_70s,20220129,65+,Female
which_travel_insurance_covers_covid_19,20210713,65+,Male
axa_travel_insurance_for_entry_into_thailand,20220111,35-44,Male
best_buy_travel_insurance,20220129,65+,NULL
compare_the_market,20220125,65+,Male
coverwise_travel_insurance,20211104,NULL,Male
martin_lewis_travel_insurance,20220129,15-24,Female
pandemic_tesco_travel_insurance,20210505,65+,Male
travel_insurance_aviva,20211112,65+,Male
travel_insurance_comparison,20220120,65+,Male
uk_travel_insurance_that_covers_covid,20210202,65+,Male
www_lloydsbankavatravelinsurance_com,20210724,65+,Female
best_medical_travel_insurance,20220103,65+,Male
covid_insurance,20211129,35-44,Male
hgv_medical_driver_over_70,20210904,65+,Male
nationwide_flex_account_travel_insurance,20211025,65+,Female
ryanair_travel_insurance,20220126,65+,Female
travel_insurance,20211206,45-54,Male
travel_insurance_cover_for_coronavirus,20211206,65+,NULL
travel_insurance_spain_one_trip,20210819,65+,Female
uk_holiday_insurance,20220125,45-54,Male
axa_travel_insurance,20210324,65+,Female
best_covid_holiday_insurance_uk,20211004,15-24,Male
coverwise_travel_insurance,20210818,25-34,Female
nation_wide_flexi_account_travel_insurence,20211126,65+,Female
sainsbury_insurance_home_insurance,20210306,65+,Male
travel_insurance,20210616,45-54,Male
travel_insurance_covid_cover,20210427,65+,Male
canadian_travel_insurance,20211025,65+,Male
corvid_cancellation_cover_insurance,20210302,45-54,Male
current_accounts_with_worldwide_travel_insurance,20210627,65+,Male
martins_money_travel_insurance_with_covid_19,20220124,45-54,Male
rias,20210414,55-64,Male
rias,20211130,NULL,NULL
static_caravan_insurance,20210422,55-64,Male
which_airline_has_free_insurance_covid,20211107,55-64,Male
aviva_travel_insurance_quote,20210323,65+,Female
can_we_still_go_on_holiday_on_amber_list,20210508,65+,Male
holiday_insurance_if_government_advice_on_travel,20220114,25-34,Male
myriascouk,20211215,NULL,Male
rias,20220124,35-44,Male
trainline_insurance_claims,20211019,35-44,Male
allianz_travel_include_covid19_insurance,20210503,35-44,Female
cancelling_a_holiday_due_to_covid_19,20210616,45-54,Male
does_rias_offer_landlords_insurance,20210520,65+,Male
insure_and_go,20220117,65+,Female
martin_lewis_travel_insurance_covid_cover,20220103,45-54,Female
travel_insurance,20210405,65+,Male
what_would_a_typical_travel_policy_pay_for_should_the_policyholder_be_unfortunate_enough_to_die_whilst_on_holiday,20210326,35-44,Male
saga_travel_insurance,20210809,65+,Female
covid_holiday_insurance,20210224,55-64,Male
over70uk_travel_insurance_for_over_70,20210717,65+,Female
abta_travel_sure_insurance,20211213,45-54,Female
cheap_holiday_home_insurance,20210812,65+,Male
cheapest_travel_insurance_for_over_65,20210902,65+,Female
holiday_insurance_with_covid_protection,20210204,65+,Female
when_can_i_visit_holiday_home,20210306,65+,Male
aviva_travel_insurance,20211022,65+,Male
cruise_holiday_insurance,20210521,65+,Male
travel_insurance,20220119,45-54,Female
travel_insurance_by_amex,20211108,55-64,Female
travel_insurance_for_over_65,20210216,65+,Male
travel_insurance_for_over_65,20210522,65+,Female
aviva_travel_insurance,20210816,65+,Female
bank_accounts_with_travel_insurance_co_op,20211026,65+,Female
battleface_travel_insurance,20211125,45-54,NULL
cover_for_you,20211218,65+,Male
does_tui_do_holiday_insurance,20220120,65+,Male
travel_to_amber_countries_insurance,20210628,65+,Male
covid_travel_country_list,20210814,65+,Male
cruise_insurance_for_over_65s,20220128,65+,Male
travel_insurance_reviews,20210828,65+,Male
world_travel,20210508,65+,Male
basic_holiday_insurance_uk,20210422,65+,Female
holiday_insurance_with_medical_conditions,20220131,65+,Male
insurepink_travel_insurance_comparison,20210921,65+,Male
puffin_insurance_travel,20210611,35-44,Male
trainline_insurance,20210512,55-64,Female
travel_insurance,20220124,65+,Male
cheap_travel_insurance_for_over_65,20220111,65+,Female
horse_riding_holiday_insurance,20211027,55-64,Female
leisure_guard_travel_insurance,20220127,65+,Female
martin_lewis_best_holiday_insurance,20211106,65+,Male
wwwtraveldirectorymoneyadviceserviceorguk,20211203,65+,Male
aortic_stenosis_and_travel_insurance,20210403,55-64,Male
best_insurance_for_overseas_flights,20220114,45-54,Male
coverwise_travel_insurance,20211010,45-54,NULL
saga_travel_insurance,20210721,65+,Female
staysure_travel_insurance,20210309,65+,Male
travel_insurance_compison,20211008,55-64,Female
annual_travel_insurance,20220121,55-64,Female
coverwise_travel_insurance,20210926,55-64,Male
lloydsbankavatravelinsurancecom,20210902,65+,Female
travel_insurance,20210927,65+,Male
tui_travel_insurance,20210714,65+,Female
alternatives_to_a_nationwide_plus_account,20211008,65+,Male
best_hoilday_insurence_for_over_70s,20220131,65+,Male
go_compa_holiday_insurance_compare,20210921,NULL,Male
holiday_insurance_for_over_65,20210809,65+,Male
nationwide_travel_insurance,20210817,65+,Male
travel_insurance_covid_coverage,20210816,15-24,Male
best_travel_insurance_for_dubai,20220121,65+,Male
direct_line_holiday_insurance_quote,20211020,65+,Female
leisure_guard_travel_insurance_over_70,20211208,65+,Male
nationwide_travel_insurance,20210919,55-64,Male
static_caravan_insurance_companies,20210610,65+,Female
travel_holiday_quotes,20220128,65+,Male
travel_insurance_for_over_70,20211114,65+,Male
aviva_travel_insurance_quote,20211006,35-44,Male
itv_martin_lewis_show,20210311,65+,Female
nationwide_travel_insurance_with_flex_account,20210823,65+,Male
post_office,20211019,55-64,Male
travel_insurance_comparison,20220126,65+,Female
will_incountriessurers_cover_travel_to_orange,20210612,65+,Male
donald_mcpherson,20210304,35-44,Female
ehic_renewal,20210607,65+,Male
lloydsbanktravelinsurancecom,20210617,65+,NULL
martin_lewis_travel_insurance,20210712,45-54,Female
travel_insurance,20220127,45-54,Male
travel_insurance_companies_uk,20210724,65+,Female
aviva_holiday_insurance,20210507,65+,Male
cedartree_insurance_review,20210813,65+,Female
holiday_home_insurance,20220108,NULL,Male
trveldirectory_moneyadviceserviceorguk,20220120,65+,Female
can_i_upgrade_my_flexicover_travel_insurance_after_i_have_brought_it,20210730,65+,Male
travel_insurance,20210625,65+,Male
does_my_jet2_insurance_cover_covid_symptoms,20220104,NULL,NULL
foreign_and_commonwealth_travel_advice,20210523,NULL,Female
group_travel_insurance,20210907,45-54,Male
martin_lewis_best_holiday_insurance,20220119,65+,Male
martin_lewis_cheap_travel_insurance,20220114,65+,Male
mse_travel_insurance_comparison,20210922,65+,Male
when_will_new_covid_testing_rules_start_for_us_visitors,20211202,NULL,Male
covid_19_travel_insurance,20210921,65+,Male
does_hsbc_advance_travel_insurance_provide_cover_for_covid_19,20211102,65+,Female
holiday_insurance,20210614,55-64,Female
hsbc_travel_insurance,20210414,65+,Female
rias_home_insurance_phone_number,20210604,65+,Female
william_russell,20210628,35-44,Male
axa_travel_insurance,20210713,65+,Male
cheap_travel_insurance_with_medical_conditions,20210731,55-64,Male
george_burrows_travel_insurance_reviews_by_customers,20211212,55-64,Female
golf_club_insurance_cover,20210301,NULL,Male
lv_travel_insurance_over_70,20211024,65+,Male
martin_lewis_travel_insurance_coronavirus,20210926,65+,Female
nationwide_flex_account_travel_insurance,20210805,65+,Male
royden_itravel_insurance_company,20211106,45-54,Female
the_best_travel_insurance_with_covid,20211125,45-54,Male
flight_insurance_coverage,20210326,65+,Female
nationwidecouk_travelflexplus,20210901,65+,Female
travel_insurance,20211210,35-44,Female
aa_insurance,20211220,45-54,Male
holiday_insurance_just_to_cover_the_accomation,20210514,55-64,Male
puffin_pet_insurance_reviews_uk,20210302,65+,Male
wwwguestfirstcoukcid6187,20211221,65+,Male
bank_accounts_with_free_holiday_insurance_compare,20220116,65+,Male
rias,20210318,45-54,Male
what_is_the_best_cruise_travel_insurance_for_covid,20210621,65+,Male
travel_insurance,20210927,65+,Female
travel_insurance_for_over_70,20211224,65+,Male
uk_travel_insurance_for_seniors,20210722,65+,Male
aa_home_insurance_quotes,20211210,65+,NULL
aig_holiday_insurance_company_phone_number,20210706,65+,Male
axa_family_travel_insurance,20220101,45-54,Female
beneden_healthe_travel_insurance,20211124,65+,Female
best_travel_insurance_uk,20210824,45-54,Female
covid_cover_travel_insurance,20210520,25-34,Female
do_i_need_holiday_insurance_to_travel_from_scotland_to_england,20210515,65+,Male
klm_travel_insurance_with_medical_conditions,20220123,55-64,Male
staycation_travel_insurance,20210605,65+,Male
nationwide_building_society_travel_insurance,20211027,65+,Female
post_office_travel_insurance,20210814,15-24,Female
travel_cancellation_insurance,20210508,55-64,Male
cheap_travel_insurance,20210803,65+,Male
ehic_travel_insurance,20210926,65+,Female
travel_insurance_with_covid_cover,20210508,65+,Female
tui_travel_insurance,20210701,65+,Male
can_i_get_travel_insurance_with_cancer,20220110,65+,Male
ibex_insurance_spain,20210707,NULL,Female
nationwide_flex_travel_insurance,20210913,45-54,Male
travel_insuarence,20211005,45-54,Female
aa_insurance,20220119,65+,NULL
axa_thailand,20211230,55-64,Male
best_travel_insurance_with_covid_cover,20211130,55-64,Female
covered2go,20210925,65+,Male
holiday_insurance,20210707,45-54,Female
puffin_insurance,20220107,55-64,Female
travel_insurance_companies_uk,20210818,NULL,Female
will_travel_insurance_cover_coronavirus,20211229,55-64,NULL
avanti_insurance,20211011,65+,Male
backpacker_insurance,20220115,65+,Male
covid_travel_insurance_uk,20210607,45-54,Male
how_can_i_get_my_travel_quote_from_nationwide_flex_account,20211230,65+,Male
i_had_a_nephrectomy_10_years_ago_do_i_have_to_declare_this_when_applying_for_travel_insurance,20220118,65+,Female
best_travel_insurance_deals,20220108,65+,Male
coverwise_travel_policy,20211102,55-64,Male
mbna_credit_card_travel_insurance,20210223,65+,Female
nationwideuktravelcom,20211123,65+,Female
travel_insurance_companies_covering_covid,20210711,55-64,Male
best_travel_insurance_with_covid_cover,20211028,65+,Male
credit_cards_that_offer_worldwide_insurance,20211024,45-54,Female
nationwide_travel_insurance,20220117,65+,Male
tops_insurance,20210427,65+,Female
travel_time_insurance_reviews,20220124,NULL,NULL
covid19_travel_insurance,20210817,55-64,Female
insurance_companies_change_policy_in_2020_not_to_cover_covid,20210708,45-54,Male
tesco_bank_holiday_insurance,20211001,65+,Male
the_aa_insurance,20211208,NULL,Male
travel_insurance_comparison,20210804,65+,Female
travel_insurance_for_holidays_18_months_ahead,20210509,65+,Female
best_covid_19_travel_insurance,20210921,55-64,Female
cancellation_holiday_insurance,20220107,65+,Male
holiday_insurance_over_65,20210313,65+,Male
single_trip_uk_travel_insurance_over_70,20210715,65+,Female
travel_health_insurance_abroad,20220118,NULL,NULL
would_moderate_alcohol_consumption_invalidate_insurance_claim_for_travel_accident,20211012,65+,Male
can_i_get_insurance_for_an_amber_list_country,20210519,55-64,NULL
motorcycling_travel_insurance,20210901,55-64,Male
nhs_fellowshop_travel_insurance_cost_2021,20210903,65+,Male
rias_insurance,20210804,65+,Male
travel_insurance_for_over_70,20210319,65+,Female
aviva_travel_insurance,20210709,35-44,Female
cost_of_travel_insurance_with_revolut_premium_plan,20220115,65+,Female
httpsmembershipbenefitsnatwestcom,20210306,65+,Female
i_was_diagnosed_with_arthritis_2_years_ago_do_i_need_to_declare_on_a_travel_insurance_quote,20211031,55-64,Male
